"","BASKETID","BASKETTYPE","DIRECTION","LOCATION_DESCRIPTION","OWNERTYPE","SECTION","STATEPLANE_LABELX","STATEPLANE_LABELY","STATEPLANE_SNAPPEDX","STATEPLANE_SNAPPEDY","STREETNAME1","STREETNAME2","OBJECTID","point"
"17685",30210276,"H","NW","NW corner of JAY ST and WATER ST","B","BKN021",987922.02938947,195477.27740239,987932.65666482,195450.59996229,"JAY ST","WATER ST",20513,"POINT (-73.9867563633 40.7032159347)"
"17695",10620317,"H","SW","SW corner of 2 AV and E 34 ST","P","MN062",990800.37993197,210608.50140497,990883.39223315,210611.36327589,"2 AV","E 34 ST",59199,"POINT (-73.9763605025 40.7447458124)"
"17696",30230159,"H","SE","SE corner of ASHLAND PL and LAFAYETTE AV","B","BKN023",990347.82801557,189466.31895188,990318.92813897,189491.7831398,"ASHLAND PL","LAFAYETTE AV",20607,"POINT (-73.9780128568 40.6867159091)"
"17697",10510299,"H","SE","SE corner of AVE OF THE AMERICAS and W 27 ST","B","MN051",986787.46013631,210762.38331504,986773.61698814,210818.57742839,"AVE OF THE AMERICAS","W 27 ST",1826,"POINT (-73.9908425672 40.7451702416)"
"17704",10210313,"H","SE","SE corner of GRAND ST and MERCER ST","D","MN021",983872.43742307,201968.47898689,983850.78490731,202022.11536255,"GRAND ST","MERCER ST",603,"POINT (-74.0013620911 40.7210334918)"
"17710",10750234,"H","NE","NE corner of W 106 ST and WEST END AV","D","MN075",993018.60449815,231358.51764764,992976.47827005,231354.55046396,"W 106 ST","WEST END AV",38624,"POINT (-73.9683281343 40.8016972495)"
"17715",10430337,"H","Direction TBD","Location Description T/K","B","MN043",987607.95258981,217044.18111888,987586.24747448,217004.98857808,"Street Name TBD","",1793,"POINT (-73.9878783572 40.7624119084)"
"17718",10510229,"H","NW","NW corner of PARK AV S and E 30 ST","B","MN051",988881.30273339,210625.1522903,988886.97890314,210575.36597255,"PARK AV S","E 30 ST",1734,"POINT (-73.9832861991 40.7447927282)"
"17726",40150079,"H","Direction TBD","Location Description T/K","B","QW015",1007616.97228298,217164.3203143,1007574.38142468,217190.55544961,"Street Name TBD","",13334,"POINT (-73.9156487769 40.7627114175)"
"17735",30820073,"H","NW","NW corner of BROOKLYN AV and EASTERN PKWY","D","BKN082",999494.36024739,183334.1064788,999504.98588231,183313.41295064,"BROOKLYN AV","EASTERN PKWY",20446,"POINT (-73.9450467756 40.6698733491)"
"17740",50120037,"H","NE","NE corner of FOREST AV and N MADA AV","D","SI012",954628.98409906,169042.98906371,954597.73613006,169016.17776564,"FOREST AV","N MADA AV",14896,"POINT (-74.1067157275 40.630610937)"
"17741",31240027,"H","E","E corner of 16 AV and 48 ST","D","BKS124",988516.92124431,169380.21936038,988464.74549565,169383.92604588,"16 AV","48 ST",18642,"POINT (-73.9846273287 40.6315850594)"
"17746",10820113,"H","NW","NW corner of LEXINGTON AV and E 73 ST","B","MN082",994840.93418682,220278.98567288,994840.44435839,220244.29184464,"LEXINGTON AV","E 73 ST",4020,"POINT (-73.9617634179 40.7712849021)"
"17749",10620044,"H","SE","SE corner of LEXINGTON AV and E 43 ST","B","MN062",991044.15109798,213224.04407413,991032.58812898,213259.75692922,"LEXINGTON AV","E 43 ST",4900,"POINT (-73.9754781207 40.7519246346)"
"17751",30320121,"H","Direction TBD","Location Description T/K","B","BKN032",998753.56907806,187072.76402772,998756.1163393,187107.4610046,"Street Name TBD","",13579,"POINT (-73.947709151 40.6801363651)"
"17752",10430287,"H","Direction TBD","Location Description T/K","P","MN043",985894.36546581,216077.91599105,985909.92527857,216106.17320829,"Street Name TBD","",1711,"POINT (-73.9940643542 40.7597602435)"
"17756",10520366,"H","SW","SW corner of PARK AV and E 54 ST","B","MN052",991856.84763531,216046.80647321,991903.7018723,216061.73295255,"PARK AV","E 54 ST",2381,"POINT (-73.9725416916 40.7596717364)"
"17757",40150005,"H","W","W corner of BROADWAY and 44 ST","D","QW015",1007481.65660873,215226.58075146,1007547.2496534,215242.55512896,"BROADWAY","44 ST",20855,"POINT (-73.9161439418 40.7573931781)"
"17760",10340078,"H","SW","SW corner of 2 AV and ST MARKS PLACE","B","MN034",987591.05006456,204709.39345256,987630.05228314,204722.81862254,"2 AV","ST MARKS PLACE",679,"POINT (-73.9879454999 40.728556014)"
"17766",41230048,"H","N","N corner of GUY R BREWER BLVD and LIBERTY AV","D","QE123",1041225.32304515,194923.28310356,1041195.93334015,194874.55124563,"GUY R BREWER BLVD","LIBERTY AV",16480,"POINT (-73.7945163806 40.7015126911)"
"17774",30220019,"H","E","E corner of SMITH ST and STATE ST","B","BKN022",987453.2386604,190401.62482405,987406.66985589,190392.47687647,"SMITH ST","STATE ST",9480,"POINT (-73.9884495299 40.68928463)"
"17781",10820242,"H","NE","NE corner of 3 AV and E 72 ST","B","MN082",995306.69867523,219720.57438813,995212.57287923,219728.41229896,"3 AV","E 72 ST",65199,"POINT (-73.9600827815 40.7697516385)"
"17784",10830007,"H","NE","NE corner of YORK AV and E 77 ST","B","MN083",997788.37251765,219852.44387505,997749.76596756,219840.77427897,"YORK AV","E 77 ST",4396,"POINT (-73.9511231057 40.7701101336)"
"17790",31020107,"H","N","N corner of 86 ST and 5 AV","B","BKS102",976944.32037382,165778.58876838,976973.38396397,165747.60785921,"86 ST","5 AV",18342,"POINT (-74.0263166741 40.6216973556)"
"17792",20730029,"H","W","W corner of JEROME AV and W MOSHOLU PKWY N","B","BX073",1016306.66553348,260086.46839371,1016344.58146815,260096.66489564,"JEROME AV","W MOSHOLU PKWY N",9416,"POINT (-73.8840752867 40.8804932205)"
"17795",10310085,"H","W","W corner of SAMUEL DICKSTEIN PLZ and E BROADWAY","P","MN031",988442.97749457,199645.84452455,988456.97648232,199616.16873089,"SAMUEL DICKSTEIN PLZ","E BROADWAY",22853,"POINT (-73.9848749024 40.7146574324)"
"17800",10510608,"H","NE","NE corner of PARK AV S and E 29 ST","B","MN051",988890.37226906,210337.11054355,988828.32088397,210313.60468505,"PARK AV S","E 29 ST",47374,"POINT (-73.983253667 40.7440021209)"
"17804",40210058,"H","N","N corner of ROOSEVELT AV and 39 AVE","D","QW021",1012400.7317443,211180.21548463,1012383.98997989,211141.45014222,"ROOSEVELT AV","39 AVE",26268,"POINT (-73.8984051991 40.7462726435)"
"17816",10850191,"H","SW","SW corner of EAST END AV and E 88 ST","B","MN085",999733.75150089,222067.77605856,999772.0092984,222076.92138146,"EAST END AV","E 88 ST",3306,"POINT (-73.9440947009 40.7761874461)"
"17818",10230071,"H","NW","NW corner of AVE OF THE AMERICAS and W 11 ST","B","MN023",984698.85801432,207271.58353813,984705.39277814,207232.53473172,"AVE OF THE AMERICAS","W 11 ST",268,"POINT (-73.9983803505 40.7355892166)"
"17821",21110005,"H","E","E corner of MORRIS PARK AV and LURTING AV","D","BX111",1024756.86418423,248653.33771671,1024717.15002482,248674.06306897,"MORRIS PARK AV","LURTING AV",6936,"POINT (-73.8535864661 40.8490780466)"
"17826",40530003,"H","W","W corner of ST NICHOLAS AV and MYRTLE AV","B","QW053",1009420.29872881,194309.37061746,1009496.84581982,194269.55573647,"ST NICHOLAS AV","MYRTLE AV",16402,"POINT (-73.9092245429 40.6999752694)"
"17828",41250062,"H","NE","NE corner of SUTPHIN BLVD and 119 AV","D","QE125",1042080.59298815,186905.13280129,1042042.50251314,186857.04103397,"SUTPHIN BLVD","119 AV",15986,"POINT (-73.7915006594 40.6794992301)"
"17830",10830079,"H","NW","NW corner of E 79 ST and PARK AV","B","MN083",995144.47557448,221960.47902905,995150.61106089,221923.01092814,"E 79 ST","PARK AV",5581,"POINT (-73.9606648128 40.7758997917)"
"17837",10630060,"H","SW","SW corner of 3 AV and E 50 ST","B","MN063",992268.06597298,214625.66758321,992308.02521065,214645.46281922,"3 AV","E 50 ST",5472,"POINT (-73.9710590187 40.75577071)"
"17852",50120096,"H","Direction TBD","Location Description T/K","D","SI012",956026.86384922,169254.06902213,956033.13507542,169220.55226187,"Street Name TBD","",20565,"POINT (-74.1016804691 40.6311948705)"
"17853",10110401,"H","SE","Median at SE corner of NORTH END AV and MURRAY ST","P","MN011",980029.00580548,200006.48323897,980006.64233315,200041.32864171,"NORTH END AV","MURRAY ST",18416,"POINT (-74.0152263868 40.7156472861)"
"17855",21210055,"H","NW","NW corner of E GUN HILL RD and HOLLAND AV","D","BX121",1021637.91733815,258875.51904397,1021652.76967065,258802.89779814,"E GUN HILL RD","HOLLAND AV",11343,"POINT (-73.8648029683 40.8771485691)"
"17856",10510202,"H","NE","NE corner of MADISON AV and E 28 ST","B","MN051",988294.00502348,210356.78734146,988246.76692897,210344.36249755,"MADISON AV","E 28 ST",1467,"POINT (-73.9854058455 40.7440564216)"
"17857",10110033,"H","Direction TBD","Location Description T/K","P","MN011",979963.83336364,200903.2996868,979987.5598739,200870.79529326,"Street Name TBD","",4645,"POINT (-74.0154620543 40.7181088008)"
"17865",20430006,"H","Direction TBD","Location Description T/K","P","BX043",1008360.5905464,246848.82984281,1008394.96873232,246830.03391399,"Street Name TBD","",6232,"POINT (-73.9128578297 40.8441852021)"
"17882",40220023,"H","W","W corner of 44 DR and JACKSON AVE","B","QW022",1000028.94808897,211458.16538805,1000107.31702673,211472.32316813,"44 DR","JACKSON AVE",15399,"POINT (-73.9430537737 40.7470662755)"
"17903",10340207,"H","SE","SE corner of E 10 ST and 4 AV","D","MN034",986971.16350906,205618.64917997,986947.86532731,205662.47225505,"E 10 ST","4 AV",56306,"POINT (-73.9901816813 40.731051911)"
"17907",30510038,"H","SW","SW corner of FULTON ST and CLEVELAND ST","D","BKN051",1015968.60748257,186843.81107354,1015977.61008923,186888.41564313,"FULTON ST","CLEVELAND ST",9831,"POINT (-73.8856435592 40.6794629953)"
"17908",40710036,"H","SE","SE corner of NORTHERN BLVD and MAIN ST","D","QE071",1030916.98080097,217187.3182998,1030876.74728565,217217.76771396,"NORTHERN BLVD","MAIN ST",20891,"POINT (-73.8315392787 40.7626822552)"
"17910",10710308,"H","Direction TBD","Location Description T/K","P","MN071",986780.25312972,220976.46393672,986804.34220107,221019.74537775,"Street Name TBD","",56338,"POINT (-73.9908647323 40.77320528)"
"17913",30210287,"H","SW","SW corner of GOLD ST and FRONT ST","D","BKN021",988983.04564014,195110.20923889,989000.35137981,195123.73381813,"GOLD ST","FRONT ST",20518,"POINT (-73.9829299326 40.7022079148)"
"17915",10230242,"H","E","E corner of W 13 ST and W 4 ST","B","MN023",983223.71923231,208592.16783921,983210.35639815,208624.40530755,"W 13 ST","W 4 ST",5974,"POINT (-74.0037034107 40.7392138456)"
"17928",10710181,"H","SW","SW corner of BROADWAY and W 69 ST","B","MN071",989042.53567864,222121.13553189,989144.77005422,222108.9718423,"BROADWAY","W 69 ST",6161,"POINT (-73.9826961339 40.7763461662)"
"17930",10610117,"H","NE","NE corner of 3 AV and E 14 ST","B","MN061",987882.02389206,206442.58650847,987850.88189398,206441.98513171,"3 AV","E 14 ST",2655,"POINT (-73.9868947315 40.7333130896)"
"17938",10840138,"H","SW","SW corner of YORK AV and E 85 ST","B","MN084",998689.03574257,221713.90439096,998719.60654756,221722.8702523,"YORK AV","E 85 ST",3713,"POINT (-73.9478674885 40.7752179298)"
"17951",10220130,"H","NE","NE corner of LAFAYETTE ST and BLEECKER ST","B","MN022",985791.26495023,203753.88650531,985766.45364815,203754.99575505,"LAFAYETTE ST","BLEECKER ST",90,"POINT (-73.9944393388 40.7259338769)"
"17956",10430036,"H","SW","SW corner of 9 AV and W 43 ST","P","MN043",986315.22650074,215772.63740213,986383.66927722,215834.59790814,"9 AV","W 43 ST",1131,"POINT (-73.9925452711 40.7589222437)"
"17963",40830022,"H","SW","SW corner of JEWEL AV and MAIN ST","D","QE083",1033132.57545115,205212.13818197,1033152.19220981,205250.05214813,"JEWEL AV","MAIN ST",18656,"POINT (-73.8236283773 40.7298014842)"
"17964",10720182,"H","NE","NE corner of W 79 ST and BROADWAY","B","MN072",989900.82398832,224842.63238546,989856.67151757,224856.64023146,"W 79 ST","BROADWAY",8124,"POINT (-73.9795949206 40.7838154478)"
"17982",10210254,"H","NW","NW corner of BROOME ST and BROADWAY","B","MN021",984278.37985264,202320.79455522,984282.27354564,202280.19555505,"BROOME ST","BROADWAY",556,"POINT (-73.9998976156 40.722000521)"
"17987",31610057,"H","NE","NE corner of PITKIN AV and POWELL ST","D","BKN161",1010912.42435348,183701.8262158,1010842.40054339,183657.32302396,"PITKIN AV","POWELL ST",10892,"POINT (-73.903885244 40.6708556331)"
"17990",10230183,"H","SE","SE corner of WASHINGTON ST and LITTLE W 12 ST","B","MN023",982078.11850515,208919.49592471,982067.05487898,208954.58542147,"WASHINGTON ST","LITTLE W 12 ST",6335,"POINT (-74.007837502 40.7401120728)"
"18001",10510393,"H","SE","SE corner of 7 AV and W 36 ST","B","MN051",987140.45713373,213284.16534497,987126.04738565,213314.62591396,"7 AV","W 36 ST",1857,"POINT (-73.9895675535 40.75209179)"
"18007",10230011,"H","N","N corner of GREENWICH AV and CHRISTOPHER ST","B","MN023",984392.62503098,206776.39292747,984379.48463731,206738.27062838,"GREENWICH AV","CHRISTOPHER ST",335,"POINT (-73.9994853654 40.7342300507)"
"18009",41030002,"H","N","N corner of LIBERTY AV and 131 ST","D","QE103",1035611.38873498,190839.70793739,1035596.77393481,190758.31275897,"LIBERTY AV","131 ST",12786,"POINT (-73.8147943179 40.6903386159)"
"18010",10830149,"H","SE","SE corner of EAST END AV and GRACIE TER","B","MN083",999055.45594148,220600.21665771,999045.34408507,220636.36980063,"EAST END AV","GRACIE TER",3712,"POINT (-73.9465469729 40.7721605431)"
"18022",10110130,"H","","Unknown corner on RIVER TER","P","MN011",979698.16755639,199953.79108714,979646.90387939,199941.93579589,"RIVER TER","RIVER TER",2738,"POINT (-74.0164197835 40.7155024947)"
"18027",10510164,"H","NW","NW corner of 5 AV and BROADWAY","B","MN051",987296.34396106,209834.74376613,987292.07001948,209748.61828221,"5 AV","BROADWAY",1561,"POINT (-73.9890064779 40.7426239423)"
"18029",40210005,"H","NW","NW corner of ROOSEVELT AV and 64 ST","D","QW021",1011887.06708923,211132.27627605,1011934.46856923,211081.25111564,"ROOSEVELT AV","64 ST",14823,"POINT (-73.9002591885 40.7461426827)"
"18032",40160061,"H","N","N corner of 23 ST and QUEENS PLZ N","O","QW016",1000340.77981439,213198.75212997,1000345.41694422,213164.18002063,"23 ST","QUEENS PLZ N",21770,"POINT (-73.9419242085 40.7518431843)"
"18043",10210247,"H","SE","SE corner of BROADWAY and HOWARD ST","B","MN021",983876.6198294,201499.32933463,983866.34261897,201539.79677339,"BROADWAY","HOWARD ST",541,"POINT (-74.0013469766 40.7197457893)"
"18045",41210020,"H","SE","SE corner of PARSONS BLVD and JAMAICA AV","B","QE121",1039734.84111798,195541.3989933,1039676.21032973,195562.58431839,"PARSONS BLVD","JAMAICA AV",13500,"POINT (-73.7998867474 40.703218741)"
"18049",10620324,"H","NW","NW corner of 2 AV and E 41 ST","B","MN062",991791.80708298,212298.03444321,991793.30839232,212251.46498255,"2 AV","E 41 ST",69201,"POINT (-73.9727806722 40.7493823661)"
"18055",10420158,"H","Direction TBD","Location Description T/K","P","MN042",985823.98962231,213405.53878988,985830.48349912,213417.3020344,"Street Name TBD","",1073,"POINT (-73.9943190146 40.7524252617)"
"18056",10520603,"H","SE","SE corner of 5 AV and E 36 ST","B","MN052",988822.81630181,212338.27583255,988803.57355815,212387.6034898,"5 AV","E 36 ST",2517,"POINT (-73.9834961046 40.7494948523)"
"18061",10520348,"H","Direction TBD","Location Description T/K","B","MN052",989310.83041765,213494.30567272,989341.92313167,213477.29747311,"Street Name TBD","",2364,"POINT (-73.9817339275 40.7526675961)"
"18073",40830018,"H","NW","NW corner of 73 AV and MAIN ST","D","QE083",1033825.39296314,203355.04543947,1033866.70456031,203348.40372047,"73 AV","MAIN ST",16818,"POINT (-73.8211423332 40.7247003716)"
"18080",10220174,"H","NE","NE corner of W 4 ST and MERCER ST","B","MN022",985683.18642622,204821.7800388,985645.3187198,204806.71609254,"W 4 ST","MERCER ST",350,"POINT (-73.9948290431 40.7288650026)"
"18083",41250067,"H","NE","NE corner of LINDEN BLVD and 191 ST","D","QE125",1050752.61173332,191630.34054247,1050744.69639482,191595.68641231,"LINDEN BLVD","191 ST",14535,"POINT (-73.7601885321 40.6924078924)"
"18089",10840147,"H","NW","NW corner of YORK AV and E 86 ST","B","MN084",998876.48221806,222052.58908105,998879.95727673,222017.15115979,"YORK AV","E 86 ST",3876,"POINT (-73.9471899711 40.776147222)"
"18090",40230132,"H","SE","SE corner of QUEENS BLVD and 47 ST","B","QW023",1007067.49700397,209894.88636239,1007043.05446756,209913.81250563,"QUEENS BLVD","47 ST",73209,"POINT (-73.9176569656 40.7427601075)"
"18092",50320034,"H","E","E corner of RICHMOND AV and ELTINGVILLE BLVD","B","SI032",938361.51729024,137646.75658071,938309.31431064,137658.68142563,"RICHMOND AV","ELTINGVILLE BLVD",18730,"POINT (-74.1651092675 40.5443653654)"
"18096",10330150,"H","SE","SE corner of COLUMBIA ST and E HOUSTON ST","D","MN033",990155.58200897,201450.01447263,990138.0836844,201511.72727571,"COLUMBIA ST","E HOUSTON ST",833,"POINT (-73.9786955355 40.7196084686)"
"18101",30210302,"H","SW","SW corner of WASHINGTON ST and PLYMOUTH ST","B","BKN021",987097.69048698,195670.0247203,987124.49883232,195703.12242313,"WASHINGTON ST","PLYMOUTH ST",38122,"POINT (-73.9897293639 40.7037452844)"
"18105",30210102,"H","NW","NW corner of HICKS ST and JORALEMON ST","D","BKN021",985148.21210247,191956.98457421,985156.04443589,191933.24741696,"HICKS ST","JORALEMON ST",20827,"POINT (-73.9967609543 40.6935542678)"
"18124",30830051,"H","NE","NE corner of ROCHESTER AV and ST MARKS AVENUE","D","BKN083",1004301.03108023,184873.78122097,1004285.76339422,184859.79437231,"ROCHESTER AV","ST MARKS AVENUE",989,"POINT (-73.9277150036 40.6740898282)"
"18132",10420028,"H","SW","SW corner of 8 AV and W 31 ST","D","MN042",985614.64653707,212621.5656203,985633.15338981,212623.96489371,"8 AV","W 31 ST",2135,"POINT (-73.9950747537 40.7502734884)"
"18133",10520269,"H","SE","SE corner of AVE OF THE AMERICAS and W 40 ST","B","MN052",988430.41813648,213749.46362697,988417.14716564,213780.94355088,"AVE OF THE AMERICAS","W 40 ST",2048,"POINT (-73.9849114439 40.7533684001)"
"18136",10210319,"H","NW","NW corner of BROOME ST and MERCER ST","D","MN021",984060.29301848,202471.90022413,984067.17226981,202418.28254922,"BROOME ST","MERCER ST",608,"POINT (-74.0006843992 40.7224152676)"
"18140",10840017,"H","NE","NE corner of 1 AV and E 85 ST","D","MN084",998205.93336231,222078.32492197,998177.23985015,222068.67008564,"1 AV","E 85 ST",21981,"POINT (-73.9496109849 40.7762189442)"
"18142",41140034,"H","SE","SE corner of 41 AV and 235 ST","D","QE114",1053798.13648215,219488.25792363,1053813.63054565,219421.34270313,"41 AV","235 ST",11699,"POINT (-73.7489183481 40.7688473266)"
"18145",21110018,"H","W","W corner of MORRIS PARK AV and PAULDING AV","D","BX111",1024152.72694106,248454.05333838,1024201.71142314,248444.1357073,"MORRIS PARK AV","PAULDING AV",6983,"POINT (-73.8557713242 40.8485338215)"
"18151",10420325,"H","SW","SW corner of AVE OF THE AMERICAS and W 25 ST","D","MN042",986433.82796957,210390.52579105,986461.12089399,210404.8613923,"AVE OF THE AMERICAS","W 25 ST",21435,"POINT (-73.9921189101 40.7441496802)"
"18157",20710047,"H","S","S corner of W KINGSBRIDGE RD and UNIVERSITY AV","D","BX071",1011634.46720073,255530.07166663,1011635.7293373,255580.8143473,"W KINGSBRIDGE RD","UNIVERSITY AV",14490,"POINT (-73.9009897025 40.8680030555)"
"18183",10850092,"H","NW","NW corner of 2 AV and E 91 ST","D","MN085",998235.84275131,223910.70380314,998229.41133373,223876.65826754,"2 AV","E 91 ST",19926,"POINT (-73.9494991805 40.7812482924)"
"18192",10840055,"H","SW","SW corner of 3 AV and E 83 ST","B","MN084",996526.36224639,222306.0285348,996557.3011609,222316.49439313,"3 AV","E 83 ST",5190,"POINT (-73.9556747938 40.7768464229)"
"18193",50370038,"H","Direction TBD","Location Description T/K","B","SI037",934991.43840048,136738.53694047,934952.4512088,136734.6308259,"Street Name TBD","",26562,"POINT (-74.177228352 40.5418544032)"
"18202",10510358,"H","","Unknown corner on 7 AV","B","MN051",986433.28991289,212293.34777279,986438.75643739,212228.5605008,"","7 AV",1663,"POINT (-73.9921202341 40.7493724489)"
"18217",10820098,"H","NE","NE corner of 3 AV and E 75 ST","B","MN082",995637.44243631,220439.01291189,995597.27683424,220427.90893146,"3 AV","E 75 ST",3829,"POINT (-73.9588875035 40.7717231449)"
"18221",10630099,"H","SW","SW corner of E 50 ST and BEEKMAN PL","B","MN063",993935.71946181,213711.45976597,993973.85849315,213723.52896754,"E 50 ST","BEEKMAN PL",3161,"POINT (-73.9650409883 40.7532597725)"
"18225",10520779,"H","NW","NW corner of LEXINGTON AV and E 50 ST","B","MN052",991876.48309472,214966.65312171,991892.08444148,214921.90255505,"LEXINGTON AV","E 50 ST",60400,"POINT (-73.9724720391 40.7567069748)"
"18227",10810102,"H","SE","SE corner of 2 AV and E 66 ST","O","MN081",995039.39966914,217912.9329903,995032.82586339,217952.7104698,"2 AV","E 66 ST",21106,"POINT (-73.9610506938 40.7647904623)"
